This file was created by CMPT_IND_RETS using the 202106 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
196007,  -1.26,  -1.62,  -5.74,  -4.15,  -1.68
196008,   3.85,   3.48,   5.66,   1.92,   4.11
196009,  -4.94,  -5.97, -10.16,  -8.55,  -5.73
196010,  -1.38,  -2.14,  -6.44,  -4.32,  -2.12
196011,   4.95,   4.18,   6.32,   4.21,   5.35
196012,   2.86,   4.63,   3.62,   6.04,   2.64
196101,   7.93,   8.44,   4.76,   8.13,   9.51
196102,   6.57,   5.81,   7.65,   6.55,   5.56
196103,   6.42,   3.99,   6.31,   6.50,   4.61
196104,   0.65,   0.63,   2.25,  -2.72,   1.34
196105,   4.05,   4.53,   3.24,   1.57,   4.99
196106,  -3.18,  -4.29,  -5.71,  -3.27,  -4.47
196107,   0.95,   1.51,   0.85,   1.80,   0.33
196108,   2.90,   1.61,  -0.41,   4.24,   3.33
196109,  -1.55,  -3.10,  -5.96,  -2.54,  -3.24
196110,   3.35,   1.80,  -0.24,   3.77,   2.18
196111,   6.41,   3.63,   6.15,   3.06,   4.70
196112,  -0.66,   0.17,  -0.15,  -2.61,  -1.57
196201,  -1.57,  -0.45,  -2.63,  -3.49,   1.00
196202,   1.02,   1.94,   0.26,   2.10,   1.64
196203,  -0.45,  -0.32,  -1.52,   0.33,  -1.66
196204,  -7.08,  -6.10,  -9.34,  -9.69,  -6.73
196205,  -9.48,  -9.35, -12.92, -12.47,  -9.51
196206,  -8.31,  -7.90, -11.12, -11.78,  -8.74
196207,   6.19,   5.80,   9.46,   5.77,   7.20
196208,   2.73,   2.47,   4.60,  -3.78,   4.43
196209,  -6.43,  -5.21,  -9.53,  -5.56,  -6.49
196210,  -3.16,  -1.56,  -4.04,   0.73,  -2.09
196211,  11.74,  13.13,  16.85,  19.63,  17.33
196212,  -0.64,  -0.88,  -2.66,  -0.25,  -0.66
196301,   8.18,   7.73,   7.78,   7.00,   8.24
196302,  -1.74,  -1.07,  -3.98,  -2.11,  -0.43
196303,   1.55,   2.62,  -0.26,   1.27,   2.80
196304,   3.77,   3.52,   3.87,   7.47,   4.46
196305,   2.42,   3.18,   3.72,  -0.16,   5.32
196306,  -1.55,  -1.58,  -1.82,  -1.79,  -1.59
196307,  -0.37,  -0.43,  -2.37,   0.60,  -1.06
196308,   3.68,   4.55,   3.58,   7.28,   4.39
196309,  -1.26,  -1.07,  -0.10,  -1.33,  -1.48
196310,   1.85,   0.41,   4.49,   3.80,   0.95
196311,  -2.45,  -0.73,  -2.55,  -1.55,  -1.96
196312,  -1.32,   0.16,  -3.20,  -0.45,   0.66
196401,   3.28,   3.70,   2.32,   3.66,   2.92
196402,   2.07,   2.31,   1.24,   0.97,   5.13
196403,   1.63,   3.53,   2.29,  -1.40,   3.47
196404,   1.09,   0.08,  -1.64,  -1.47,  -0.25
196405,   0.17,   1.33,  -0.93,   0.00,   0.97
196406,   1.93,   1.14,   0.56,  -0.27,  -0.44
196407,   2.94,   3.47,   1.56,   4.83,   2.41
196408,  -0.37,  -0.16,  -1.71,  -2.43,  -1.36
196409,   3.62,   3.15,   4.40,   5.24,   5.41
196410,   2.11,   1.74,   1.13,   2.29,   2.57
196411,   0.72,  -0.14,  -1.52,   2.05,  -0.76
196412,  -1.59,  -1.41,  -0.60,   3.48,  -1.66
196501,   8.02,   6.92,   9.70,   7.71,   6.06
196502,   3.56,   3.05,   3.43,   2.05,   3.94
196503,   1.77,   1.29,   1.80,   0.68,   1.04
196504,   4.23,   4.30,   5.63,   2.98,   2.75
196505,   0.51,  -1.05,   0.19,  -1.48,  -1.62
196506,  -8.41,  -7.90, -10.40,  -6.35,  -8.05
196507,   2.04,   3.00,   4.86,   4.36,   3.07
196508,   3.71,   3.43,   8.68,   6.66,   4.35
196509,   2.20,   2.86,   5.49,   3.21,   1.84
196510,   5.35,   5.90,   8.43,   4.25,   5.86
196511,   3.28,   4.06,  13.08,   4.46,   5.12
196512,   3.57,   4.08,   3.39,   4.91,   6.42
196601,   6.49,   5.99,   6.01,   4.41,   7.58
196602,   3.02,   2.32,   6.32,  -0.27,   3.40
196603,  -1.47,  -0.85,  -1.77,  -1.56,   0.52
196604,   3.35,   4.59,  10.36,   4.70,   4.30
196605,  -8.44,  -7.96, -13.01,  -7.02,  -9.28
196606,  -0.90,  -0.83,   2.03,   1.95,  -0.89
196607,  -1.82,  -1.32,  -2.17,  -1.44,  -1.78
196608, -10.09,  -9.58,  -8.86,  -9.49, -11.87
196609,  -2.00,  -1.19,  -3.69,  -1.84,  -2.28
196610,  -2.48,   0.81,  -7.03,   2.16,  -2.55
196611,   1.36,   2.95,  12.16,   7.52,   7.29
196612,  -0.14,   2.50,   4.78,   1.94,   0.68
196701,  17.27,  15.60,  22.73,  10.14,  20.07
196702,   5.56,   3.26,   5.33,   2.86,   4.61
196703,   4.29,   6.26,   7.71,   8.58,   6.66
196704,   5.03,   3.76,   6.28,   5.28,   2.42
196705,  -0.56,  -0.81,  -2.65,  -4.43,   0.57
196706,   8.20,   7.60,  13.50,   6.25,   7.84
196707,   9.01,   7.63,   4.94,   5.17,  11.48
196708,   2.09,   0.14,  -2.43,   2.24,   1.35
196709,   8.35,   4.79,   8.99,   6.41,   4.97
196710,  -0.74,  -3.20,  -2.07,  -5.90,  -1.36
196711,  -0.19,   0.24,  -0.04,   1.50,   0.15
196712,   7.87,   7.96,   9.74,   1.75,   9.18
196801,   4.05,   1.07,  -3.47,  -5.26,   6.09
196802,  -4.80,  -5.62,  -8.74,  -5.40,  -4.58
196803,   0.10,  -1.65,  -1.12,  -0.16,  -1.32
196804,  16.08,  12.38,  16.82,  11.00,  14.48
196805,  11.51,   7.32,   9.16,   5.75,  11.22
196806,   1.50,   2.15,  -1.79,   1.01,   2.42
196807,  -2.85,  -2.51,  -6.80,  -3.75,  -0.92
196808,   4.36,   3.11,   2.39,   2.11,   4.31
196809,   7.92,   5.47,   6.48,   1.59,   9.67
196810,   2.18,   0.53,  -2.42,  -0.47,   0.77
196811,   6.47,   7.24,   7.87,   8.47,   8.07
196812,   0.48,   0.68,  -0.64,  -0.64,   0.64
196901,  -0.93,   0.01,  -2.37,  -0.49,   0.91
196902,  -8.59,  -8.23, -10.22,  -6.11,  -8.90
196903,   1.72,   2.30,   0.87,   3.64,   2.02
196904,   0.33,  -0.58,   1.27,   3.92,   2.09
196905,   0.57,   0.73,  -0.35,   2.46,  -0.52
196906, -11.31, -10.59, -12.37,  -8.09, -12.91
196907, -10.16,  -8.48, -11.88,  -4.04, -10.45
196908,   5.29,   3.84,   6.29,  10.44,   7.16
196909,  -2.30,  -3.31,  -2.31,   1.84,  -1.36
196910,   9.67,   7.89,  16.54,  11.13,   7.84
196911,  -5.73,  -5.43,  -4.81,  -1.41,  -6.97
196912,  -7.54,  -5.47,  -7.25,   0.61,  -8.97
197001,  -3.69,  -3.18,  -5.81,  -4.11,  -5.10
197002,   2.33,   4.41,   3.78,   4.13,   6.91
197003,  -2.10,  -1.21,  -6.28,  -4.91,  -2.60
197004, -15.76, -14.32, -20.74, -17.07, -18.19
197005,  -9.78,  -8.00, -10.30, -10.36,  -9.42
197006,  -7.18,  -7.06, -10.46,  -5.75,  -8.24
197007,   6.62,   6.54,   0.76,   4.16,   6.04
197008,   5.67,   5.99,   7.69,   4.87,   7.25
197009,  13.51,  10.22,  20.39,  12.19,  13.46
197010,  -4.87,  -5.13, -12.30,  -4.42,  -6.61
197011,   0.06,   1.24,  -2.91,  -0.25,   0.22
197012,  11.08,   7.67,   4.97,   9.09,   6.88
197101,  14.30,  11.57,  17.89,   8.44,  16.15
197102,   7.37,   3.14,   4.67,   6.85,   3.96
197103,   6.07,   3.92,   9.42,   4.64,   6.09
197104,   1.98,   2.51,   3.32,   4.08,   3.72
197105,  -4.91,  -4.95,  -5.84,  -0.49,  -5.79
197106,  -1.85,  -1.56,  -3.20,  -0.50,  -1.66
197107,  -5.92,  -4.47,  -8.94,  -6.10,  -5.81
197108,   3.97,   3.74,   5.05,   4.70,   5.14
197109,   0.69,  -1.50,  -2.82,   1.45,  -0.05
197110,  -5.64,  -5.41,  -7.68,  -4.85,  -6.30
197111,  -3.59,  -3.11,  -2.50,  -2.89,  -4.00
197112,  12.63,  10.85,  15.55,  12.11,  11.27
197201,  10.17,   8.90,  17.74,   6.67,  11.60
197202,   4.80,   3.68,   5.96,   7.85,   2.58
197203,  -0.36,  -0.20,   0.15,   0.44,   0.30
197204,  -0.07,   0.49,   0.23,  -0.61,  -0.16
197205,  -2.47,  -1.59,  -1.41,   0.27,  -2.43
197206,  -4.37,  -2.63,  -3.34,  -1.18,  -3.90
197207,  -4.65,  -1.55,  -2.59,  -1.96,  -4.16
197208,  -0.82,   3.01,   0.70,   3.80,   0.80
197209,  -3.84,  -2.34,  -3.90,  -3.67,  -3.38
197210,  -1.73,  -0.61,  -1.99,  -4.44,  -2.10
197211,   6.07,   5.82,   2.92,  -0.40,   4.38
197212,  -2.71,  -1.26,  -2.62,  -0.09,  -2.98
197301,  -5.75,  -2.03,  -3.85,  -8.10,  -4.65
197302,  -8.45,  -6.28,  -9.21,  -7.34,  -7.13
197303,  -4.33,  -1.56,  -3.51,  -3.02,  -2.10
197304,  -8.73,  -4.86,  -8.46, -10.00,  -8.55
197305,  -9.44,  -6.71,  -9.78,  -8.81,  -8.85
197306,  -4.89,  -2.46,  -2.74,  -4.27,  -2.85
197307,  11.94,   9.46,  16.18,  14.64,   9.83
197308,  -5.40,  -3.27,  -6.06,  -6.19,  -4.31
197309,   6.34,   8.87,  11.24,   8.52,   5.92
197310,  -1.86,   1.93,   1.13,   0.75,  -1.30
197311, -20.14, -15.83, -21.58, -15.78, -16.29
197312,  -5.98,  -1.79,  -4.73,  -5.26,  -4.12
197401,  14.88,  12.29,  14.82,   9.53,  12.69
197402,   1.37,   0.83,  -1.18,  -0.81,   0.76
197403,   1.94,   1.08,   0.45,  -0.62,   0.38
197404,  -4.97,  -4.65,  -5.98,  -5.51,  -5.88
197405,  -6.22,  -6.48,  -7.00,  -5.97,  -7.89
197406,  -2.98,  -1.53,  -4.32,  -3.09,  -3.83
197407,  -5.44,  -3.50,  -7.79,  -7.36,  -5.81
197408,  -7.85,  -7.15,  -8.55,  -7.90,  -8.98
197409,  -8.48,  -7.06, -11.05, -11.78,  -7.05
197410,   6.93,  11.61,   6.51,  19.96,   8.45
197411,  -6.12,  -3.54,  -5.75,  -1.61,  -5.10
197412,  -8.48,  -6.19, -10.07,  -8.27,  -7.74
197501,  31.15,  25.30,  34.68,  27.65,  29.04
197502,   4.88,   4.79,   8.32,  11.84,   5.87
197503,  11.72,   5.68,  11.55,   5.19,   7.15
197504,   3.38,   4.63,   6.70,   3.80,   1.66
197505,   6.88,   7.32,  10.84,   8.65,   7.05
197506,   8.08,   8.17,   8.65,   5.43,   5.99
197507,   0.83,  -1.59,  -2.42,  -2.52,  -0.68
197508,  -4.39,  -3.83,  -6.12,  -7.68,  -4.95
197509,  -2.65,  -3.24,  -4.39,  -5.04,  -4.39
197510,   4.00,   1.22,   0.48,   1.88,   0.61
197511,   3.99,   1.63,   1.61,   2.66,   0.78
197512,  -0.68,  -0.77,  -2.24,  -0.75,   0.53
197601,  20.41,  18.31,  24.58,  17.01,  16.64
197602,  14.09,   8.78,  14.04,   7.48,  10.81
197603,   1.67,   1.66,   2.98,   1.90,   2.74
197604,  -1.23,   0.05,  -1.14,  -3.51,  -0.18
197605,  -3.99,   0.25,  -3.21,  -1.81,  -1.82
197606,   1.16,   3.80,   5.82,   2.57,   2.73
197607,  -0.65,   0.84,  -1.36,   0.80,   0.77
197608,  -2.24,  -1.07,  -2.62,  -1.52,  -1.23
197609,   0.40,   2.75,   1.30,   2.06,   1.47
197610,  -2.77,  -1.87,  -3.78,  -1.10,  -1.43
197611,   2.67,   2.38,   3.05,   1.06,   2.64
197612,   9.47,   9.24,  12.39,   9.24,  10.34
197701,   2.17,   4.55,   5.33,   3.71,   3.61
197702,  -0.26,  -0.01,   0.70,  -0.50,   0.90
197703,   0.01,   0.87,   1.89,   0.65,   1.66
197704,   0.80,   2.38,   1.37,  -1.12,   2.35
197705,   0.01,   0.02,   0.34,   0.04,   0.89
197706,   4.49,   5.69,   6.16,   7.14,   5.39
197707,   1.15,  -0.14,   1.13,   0.86,   2.27
197708,  -0.15,  -1.26,   0.44,  -0.43,   0.08
197709,   1.86,   0.46,   0.86,   4.78,   1.70
197710,  -1.83,  -3.02,  -2.56,  -0.35,  -2.15
197711,   6.71,   6.89,   9.12,   8.17,   7.07
197712,   1.53,   1.73,   3.40,   3.92,   2.37
197801,  -1.14,  -2.25,  -2.15,  -1.42,  -0.29
197802,   3.21,   2.07,   2.49,   1.86,   2.55
197803,   6.95,   5.29,   9.52,   8.91,   6.85
197804,   7.71,   7.30,  11.54,  10.94,   7.79
197805,   7.37,   5.79,  11.59,   8.29,   6.18
197806,   0.42,   0.40,   0.50,   0.73,   1.85
197807,   3.15,   5.43,   7.31,   8.94,   5.61
197808,   9.83,   6.87,  16.78,   9.74,   8.98
197809,   1.05,  -0.15,   0.75,  -0.25,   0.61
197810, -19.00, -17.20, -23.79, -22.79, -16.35
197811,   4.10,   4.86,   7.99,   7.87,   2.66
197812,  -0.04,   1.14,   4.02,   3.32,   1.72
197901,   9.38,   9.58,  11.74,   8.97,   8.36
197902,  -2.67,  -1.46,  -3.35,  -4.45,  -1.14
197903,   6.60,   9.33,  11.13,   7.30,   7.50
197904,   2.28,   2.61,   3.01,   1.10,   3.18
197905,  -1.37,  -0.78,  -1.43,  -1.31,  -0.71
197906,   2.58,   7.34,   5.19,   4.46,   6.02
197907,   1.37,   2.71,   1.79,   2.89,   2.70
197908,   7.17,   8.00,   9.45,   7.62,   6.76
197909,  -0.82,   0.19,  -0.34,   1.32,  -0.29
197910,  -9.59,  -9.27,  -9.17,  -9.27, -10.16
197911,   3.83,   7.70,  10.92,   9.77,   5.97
197912,   4.51,   7.63,   9.79,   7.15,   6.21
198001,   7.34,  11.45,  13.68,   8.25,   9.75
198002,  -1.32,  -0.96,  -0.70,  -3.28,  -0.68
198003, -15.13, -16.36, -18.82, -13.64, -15.95
198004,   3.51,   5.51,   5.69,   6.22,   5.86
198005,   7.89,   5.97,   6.94,  10.93,   7.77
198006,   3.85,   4.26,   3.15,   1.94,   5.11
198007,   8.28,   8.03,  16.51,  13.17,   8.52
198008,   6.22,   5.65,  12.70,   8.70,   5.61
198009,   3.70,   5.46,   6.40,   6.60,   4.68
198010,   1.87,   4.35,   7.22,   6.41,   4.76
198011,   2.40,   9.47,  10.34,   7.72,   6.18
198012,  -3.01,  -3.93,  -3.58,  -2.17,  -2.59
198101,   3.11,  -0.94,  -2.53,   2.90,   1.19
198102,   1.61,   0.24,  -2.10,  -1.81,   1.35
198103,   7.76,   6.29,   8.27,  11.85,   7.28
198104,   4.83,   0.01,   5.98,   7.14,   3.01
198105,   2.69,   2.22,   7.63,   3.72,   1.74
198106,   1.63,  -1.29,  -5.26,  -2.14,   0.19
198107,  -2.22,  -0.09,  -5.34,  -4.24,  -2.10
198108,  -6.54,  -7.09, -11.97, -11.01,  -6.45
198109,  -6.40, -10.54,  -9.69,  -7.72,  -8.58
198110,   6.03,   6.36,  10.45,   9.42,   6.99
198111,   1.20,   1.75,   2.29,   1.41,   2.39
198112,  -1.04,  -2.70,  -1.78,  -1.68,  -2.18
198201,  -0.35,  -2.78,  -1.01,  -0.77,  -2.14
198202,  -2.29,  -6.48,  -5.73,  -3.09,  -4.16
198203,   1.07,  -2.37,  -1.17,  -0.23,  -1.26
198204,   6.20,   3.10,   8.32,   9.71,   5.42
198205,  -1.54,  -2.45,  -3.50,  -3.71,  -2.42
198206,  -0.62,  -4.80,  -4.81,  -2.90,  -3.21
198207,   0.75,  -3.93,  -1.30,   0.47,  -1.38
198208,   4.58,   6.80,   6.02,   6.13,   7.01
198209,   4.99,  -0.25,   5.03,   5.50,   4.10
198210,  13.00,   9.97,  18.04,  15.50,  13.47
198211,  10.78,   4.24,  14.32,  14.87,  10.47
198212,   2.19,   1.72,   3.89,   4.06,   1.82
198301,   8.47,  10.85,  16.13,  12.43,  10.52
198302,   8.21,   2.41,   8.57,   8.44,   4.90
198303,   7.54,   3.19,   2.70,   6.07,   6.44
198304,   8.92,   6.63,   6.72,   8.62,   9.21
198305,   7.88,  10.04,  11.86,   8.13,   8.50
198306,   6.70,   3.79,   5.98,   5.70,   4.09
198307,  -1.35,  -0.12,  -6.13,  -6.85,  -1.37
198308,  -4.17,  -2.02,  -5.40,  -4.40,  -3.24
198309,   1.51,   0.29,  -1.48,  -2.46,   0.51
198310,  -4.56,  -4.59, -10.80, -10.84,  -4.61
198311,   3.90,   1.86,   4.89,   0.57,   2.68
198312,  -2.15,  -1.56,  -3.97,  -5.88,  -1.53
198401,  -1.04,   2.36,  -2.17,  -1.81,   0.72
198402,  -5.51,  -4.67,  -9.37,  -5.64,  -4.64
198403,   1.07,   1.63,  -0.50,   0.05,   0.37
198404,  -1.83,  -0.99,  -2.75,  -1.11,  -2.71
198405,  -3.95,  -4.13,  -6.28,  -7.68,  -5.37
198406,   2.89,   0.32,   2.62,   2.53,   0.95
198407,  -3.56,  -4.95,  -7.48,  -5.14,  -3.80
198408,   8.67,   8.65,  11.42,  12.78,   7.31
198409,   0.14,   0.21,  -3.02,  -2.66,   1.53
198410,  -2.09,  -3.10,  -4.12,  -2.06,  -0.56
198411,  -2.89,  -2.81,  -5.39,  -5.05,  -2.42
198412,   0.66,   0.31,   0.54,   0.05,   1.09
198501,  11.28,   9.23,  17.82,  17.50,  12.01
198502,   4.29,   4.00,   6.03,   7.71,   4.43
198503,  -1.07,  -0.84,  -3.77,  -2.22,   0.68
198504,  -1.56,  -1.39,  -4.18,  -0.01,   0.32
198505,   3.01,   1.61,   1.01,   3.26,   3.13
198506,   1.10,  -0.93,  -1.42,   1.95,   2.24
198507,   1.01,   1.68,   2.88,   0.93,   2.32
198508,  -0.49,  -0.85,  -1.72,  -1.56,   0.97
198509,  -4.49,  -5.25,  -8.24,  -7.13,  -5.31
198510,   1.84,   1.40,   0.77,   2.36,   2.81
198511,   5.89,   4.62,   5.46,   5.50,   5.87
198512,   3.82,   1.01,   3.59,   3.76,   3.60
198601,   3.85,   2.12,   4.10,   4.95,   6.35
198602,   7.62,   3.62,   5.58,   3.76,   8.33
198603,   6.29,   3.86,   3.29,  10.03,   4.70
198604,   2.06,  -0.08,   2.76,   0.83,   1.70
198605,   4.97,   3.49,   3.10,   4.50,   3.47
198606,   2.58,   0.73,  -2.24,   2.38,   1.45
198607,  -8.17,  -7.03,  -9.70,  -8.67,  -6.32
198608,   0.38,   3.81,   0.92,   0.21,   2.13
198609,  -6.79,  -4.65,  -7.68,  -9.25,  -6.11
198610,   3.59,   1.88,   3.12,   3.57,   1.78
198611,   0.23,  -0.95,   0.17,  -1.47,  -1.84
198612,  -4.20,  -2.90,  -4.29,  -5.25,  -3.42
198701,   9.04,  13.70,  14.11,  12.15,  10.86
198702,   7.20,   6.34,  10.10,  14.77,   5.81
198703,   2.55,   5.62,   1.29,   3.09,   2.75
198704,  -2.76,  -1.09,  -0.73,  -2.51,  -2.68
198705,  -0.66,   2.47,   0.58,  -1.22,  -0.84
198706,   3.55,   3.37,   0.66,   2.01,   2.22
198707,   3.47,   6.52,   1.86,  -0.44,   2.45
198708,   2.13,   0.61,   1.84,  -0.09,   2.18
198709,  -2.13,  -1.31,  -0.92,  -2.10,  -1.83
198710, -29.44, -26.20, -30.99, -32.67, -24.84
198711,  -6.74,  -4.39,  -7.54,  -6.36,  -4.18
198712,   3.14,   2.91,   6.36,   1.44,   1.45
198801,   7.20,   7.82,   7.09,  12.55,   8.32
198802,   8.85,   6.03,   7.13,   7.47,   4.83
198803,   4.41,   4.34,   3.58,   6.10,   2.17
198804,   1.97,   2.22,   1.84,   1.54,   0.04
198805,  -1.08,  -0.73,  -3.41,  -2.26,  -1.71
198806,   4.92,   4.56,   6.59,   5.05,   4.53
198807,   0.32,  -0.01,  -1.11,  -0.14,   0.47
198808,  -2.01,  -2.43,  -3.49,  -1.92,  -1.71
198809,   3.50,   1.43,   2.13,   2.12,   1.36
198810,  -0.64,  -1.12,  -2.67,  -3.92,  -0.84
198811,  -4.40,  -3.06,  -4.89,  -6.80,  -3.55
198812,   2.02,   2.76,   3.88,   2.92,   0.72
198901,   5.58,   6.16,   7.71,   6.45,   6.18
198902,   0.64,   0.44,  -1.02,  -1.16,   1.19
198903,   2.65,   2.35,   1.25,   2.14,   0.82
198904,   3.88,   3.58,   3.77,   4.45,   2.24
198905,   3.40,   2.70,   3.08,   4.53,   2.20
198906,  -1.78,  -1.11,  -1.90,  -5.03,   0.08
198907,   3.76,   3.42,   0.99,   4.68,   3.01
198908,   1.37,   2.43,   1.80,   1.89,   2.33
198909,  -0.81,   0.47,   0.46,   2.74,   0.26
198910,  -6.77,  -4.54,  -4.34,  -4.72,  -5.27
198911,  -1.72,   0.19,  -2.34,   0.55,  -1.29
198912,  -1.02,   1.21,  -1.20,  -1.93,  -3.84
199001,  -5.64,  -4.23,  -5.66,  -5.58,  -5.14
199002,   1.80,   2.94,   3.24,   1.69,   0.81
199003,   3.56,   3.75,   3.92,   4.57,  -0.07
199004,  -2.42,  -2.66,  -2.06,  -0.88,  -3.42
199005,   4.29,   4.77,   7.78,   8.13,   2.01
199006,   0.61,  -0.09,   1.08,   5.14,  -0.71
199007,  -4.38,  -0.49,  -5.37,  -0.59,  -3.57
199008, -13.40,  -8.13, -14.53, -10.42, -11.35
199009,  -9.97,  -4.67,  -9.40,  -8.24,  -8.83
199010,  -6.70,  -5.72,  -4.91,  -3.89,  -7.31
199011,   4.08,   2.58,   4.37,   6.77,   3.61
199012,  -0.24,  -0.94,  -0.09,   3.52,  -0.73
199101,   9.59,   5.39,  14.71,  13.36,   7.22
199102,  12.46,  10.44,  13.87,  21.22,  15.27
199103,   8.77,   4.49,  11.18,  15.86,   7.18
199104,   2.36,   1.79,   5.83,   4.13,   3.13
199105,   4.26,   2.94,   1.04,   6.17,   2.74
199106,  -2.25,  -3.58,  -5.76,  -4.28,  -2.89
199107,   2.34,   4.17,   3.57,   7.83,   2.91
199108,   3.12,   2.39,   3.98,   6.30,   2.55
199109,   0.61,   0.17,   1.95,   7.50,  -0.76
199110,   1.12,   2.14,   3.48,  10.62,   1.28
199111,  -2.94,  -1.89,  -3.85,  -0.41,  -2.31
199112,   3.64,   1.86,   3.74,  10.83,   3.63
199201,  13.40,   9.61,  19.46,  24.72,  18.69
199202,   7.00,   4.04,   7.59,  -0.99,   6.96
199203,  -0.04,  -0.36,  -1.91,  -7.12,  -0.23
199204,  -4.38,  -1.60,  -5.05, -11.47,  -1.12
199205,  -1.28,   1.46,  -1.34,  -1.24,   2.26
199206,  -4.41,  -3.72,  -6.72,  -6.12,  -2.15
199207,   2.17,   2.50,   1.52,   3.66,   3.60
199208,  -2.01,  -2.25,  -4.31,  -3.87,  -2.28
199209,   1.49,   1.92,   1.88,  -1.53,   1.46
199210,   3.13,   0.73,   3.77,   3.84,   1.28
199211,   8.58,   4.82,  10.47,  12.27,   5.62
199212,   3.30,   2.71,   4.91,   0.94,   5.18
199301,   6.24,   6.10,   7.14,   3.20,   9.19
199302,  -2.59,   2.57,  -2.15, -12.76,   0.68
199303,   3.32,   3.42,   1.60,   0.15,   3.78
199304,  -2.58,  -0.27,  -3.35,  -3.99,  -0.75
199305,   4.66,   3.67,   6.83,   6.34,   1.79
199306,   0.27,   1.54,   3.22,   0.00,   1.36
199307,   0.47,   1.14,   1.31,  -2.51,   3.06
199308,   2.72,   4.67,   6.76,   1.91,   3.59
199309,   2.55,   0.82,   3.83,   4.44,   3.37
199310,   4.22,   2.29,   5.86,   6.76,   3.38
199311,  -0.83,  -3.13,  -2.05,  -4.37,  -2.79
199312,   0.81,   1.72,   1.08,  -0.82,   1.47
199401,   2.46,   5.44,   5.75,   6.40,   5.27
199402,  -0.28,   0.39,   0.23,  -2.94,  -1.52
199403,  -3.84,  -3.99,  -4.86,  -6.99,  -3.58
199404,  -1.73,   0.36,  -2.18,  -4.48,  -0.67
199405,  -1.97,   0.00,  -0.97,  -0.18,   1.29
199406,  -3.70,  -1.51,  -5.07,  -5.29,  -0.91
199407,   0.83,   2.59,   2.51,  -0.50,   0.98
199408,   4.33,   2.75,   5.85,   6.96,   2.45
199409,   0.19,   0.60,   3.02,   1.11,  -0.13
199410,  -0.11,   0.43,   4.04,  -1.57,  -1.78
199411,  -4.45,  -5.01,  -2.86,  -2.54,  -5.30
199412,  -3.71,  -0.25,   0.89,  -4.25,  -0.54
199501,   1.58,   1.29,   3.82,   7.39,   4.10
199502,   2.31,   2.99,   4.55,   2.67,   3.17
199503,   0.36,   1.58,   3.80,   3.17,   1.52
199504,   1.11,   2.41,   4.04,   2.18,   2.26
199505,  -0.26,   2.46,   2.46,   3.83,   2.12
199506,   3.53,   2.82,  10.69,   9.84,   4.31
199507,   4.68,   4.21,   9.64,   9.86,   5.02
199508,   1.69,   1.53,   4.37,   8.11,   4.47
199509,   1.79,   1.45,   4.16,   5.74,   2.67
199510,  -6.30,  -4.74,  -5.63,  -6.47,  -1.89
199511,   0.56,   1.45,   2.43,   1.17,   1.93
199512,  -1.82,   1.17,  -0.95,   7.19,   1.31
199601,   1.55,   2.80,   0.28,   9.51,   3.35
199602,   3.58,   2.44,   6.97,   5.27,   2.32
199603,   4.98,   2.75,   0.88,   3.26,   2.53
199604,   5.39,   6.02,  12.11,   7.46,   2.73
199605,   8.44,   5.15,  10.87,   7.45,   4.66
199606,  -2.98,  -1.66,  -7.62,  -6.50,  -0.78
199607,  -8.55,  -6.69, -13.66, -14.55,  -5.36
199608,   4.41,   3.85,   4.88,   5.37,   4.50
199609,   1.51,   3.02,   4.28,   3.94,   2.93
199610,  -3.15,   0.72,  -5.58,  -7.23,  -0.43
199611,   1.76,   4.21,   2.05,   0.87,   2.48
199612,  -2.08,   0.82,  -2.63,   1.00,   0.16
199701,   4.73,   6.49,   8.62,   9.43,   5.65
199702,  -0.32,  -2.74,  -6.26,  -1.37,   1.69
199703,  -4.09,  -2.59,  -9.16,  -9.82,  -3.33
199704,  -2.77,  -1.07,  -3.40,  -6.70,  -0.46
199705,   7.06,   9.08,  14.42,  10.27,   6.30
199706,   4.17,   4.23,   3.18,   2.72,   5.57
199707,   3.23,   5.83,   6.85,   1.20,   6.04
199708,   2.37,   3.86,   6.96,   2.80,   1.58
199709,   7.83,   7.44,   9.31,  11.40,   8.66
199710,  -2.26,  -2.03,  -4.94,  -2.21,  -0.01
199711,  -1.26,  -2.08,  -4.40,  -4.89,  -0.16
199712,  -4.98,  -2.76,  -7.21,  -6.84,   2.18
199801,   1.01,  -0.48,   3.47,   2.27,   1.03
199802,   7.09,   5.31,   8.05,   4.81,   5.67
199803,   5.31,   3.88,   4.92,   3.73,   5.59
199804,   3.35,   1.33,   4.27,  -0.42,   3.14
199805,  -2.69,  -4.47,  -7.87,  -4.11,  -3.57
199806,  -1.97,  -4.23,  -2.31,  -6.35,  -1.57
199807,  -5.34,  -7.95,  -6.67,  -5.44,  -4.05
199808, -19.69, -17.11, -23.81, -24.64, -18.71
199809,   0.41,   3.40,   5.77,   7.56,   3.67
199810,   3.89,   3.74,   6.52,   4.99,   1.11
199811,  11.37,   1.73,  16.56,   7.20,   4.50
199812,   4.45,  -1.95,   5.60,   2.04,   1.66
199901,   5.16,   2.50,  15.69,   8.89,   4.57
199902,  -4.10,  -5.85,  -7.01,  -7.25,  -2.52
